-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,1,2,3,4,5,6,7,8,9,10,Encapsulin MGYP,Pfam -10,Pfam -9,Pfam -8,Pfam -7,Pfam -6,Pfam -5,Pfam -4,Pfam -3,Pfam -2,Pfam -1,Pfam 1,Pfam 2,Pfam 3,Pfam 4,Pfam 5,Pfam 6,Pfam 7,Pfam 8,Pfam 9,Pfam 10
MGYP003362106268,MGYP003362106367,MGYP003362106397,MGYP003362106406,MGYP003362106423,MGYP003362106442,MGYP003362106457,MGYP003362106487,MGYP003362106499,MGYP003362106627,MGYP003362106646,MGYP003362106701,MGYP003362106719,MGYP003362106738,MGYP003362106752,MGYP003362106770,MGYP003362106783,MGYP003362106790,MGYP003362106799,MGYP003362106806,MGYP003362106639,['PF13419'],['PF01266'],"['PF17806', 'PF07992']",['PF13510'],['PF00202'],['PF00171'],"['PF01546', 'PF07687']",['PF00180'],['PF02423'],"['PF00005', 'PF12848', 'PF00005']",['PF04261'],"['PF17975', 'PF02867', 'CL0339', 'PF02867']",['PF13924'],"['PF00126', 'PF03466']","['PF00126', 'PF03466']",['PF07690'],['PF00529'],"['PF02321', 'PF02321']","['PF02678', 'PF17954', 'PF02678']",['PF00999']
MGYP003362060138,MGYP003362060125,MGYP003362060113,MGYP003362060004,MGYP003362059989,MGYP003362059956,MGYP003363230383,MGYP003362059930,MGYP003362059883,MGYP003362059861,MGYP003362059858,MGYP003362059847,MGYP003362059840,MGYP003363530355,MGYP003362059823,MGYP003362059812,MGYP003362059803,MGYP003362059772,MGYP003362059749,MGYP003362059738,MGYP003363530338,['PF00230'],[],[],['PF13560'],"['PF18883', 'PF03797']",['PF00563'],[],['PF01527'],['PF05717'],"['PF01244', 'PF01244']","['PF13276', 'PF00665', 'PF13683']",['PF01527'],['PF00990'],[],[],"['PF07536', 'PF00989']",[],"['PF13581', 'PF07536', 'PF00989', 'PF00989']",['PF00072'],[]
MGYP003362060138,MGYP003362060125,MGYP003362060113,MGYP003362060004,MGYP003362059989,MGYP003362059956,MGYP003363230383,MGYP003362059930,MGYP003362059883,MGYP003362059861,MGYP003362059858,MGYP003362059847,MGYP003362059840,MGYP003363530355,MGYP003362059823,MGYP003362059812,MGYP003362059803,MGYP003362059772,MGYP003362059749,MGYP003362059738,MGYP003363530338,['PF00230'],[],[],['PF13560'],"['PF18883', 'PF03797']",['PF00563'],[],['PF01527'],['PF05717'],"['PF01244', 'PF01244']","['PF13276', 'PF00665', 'PF13683']",['PF01527'],['PF00990'],[],[],"['PF07536', 'PF00989']",[],"['PF13581', 'PF07536', 'PF00989', 'PF00989']",['PF00072'],[]
MGYP003365005950,MGYP003365005966,MGYP003365005984,MGYP003365937214,MGYP003365005995,MGYP003365006001,MGYP003365006014,MGYP003365006033,MGYP003365006044,MGYP003365006058,MGYP003365006089,MGYP003365006119,MGYP003365006128,MGYP003365006135,MGYP003365006143,MGYP003365006154,MGYP003365006177,MGYP003365006191,MGYP003365006196,MGYP003365006204,MGYP003365006076,['PF13103'],['PF02472'],['PF01618'],[],[],"['PF07715', 'PF00593']",['PF08238'],['PF14358'],"['PF18331', 'PF13640']",['PF04261'],"['PF05506', 'PF04185']","['PF07715', 'PF00593']",['PF13354'],"['PF07676', 'PF00930', 'PF01738']",['PF00144'],['PF01804'],['PF01266'],['PF00144'],"['PF11954', 'PF00144']","['PF03466', 'PF00126']"
,,MGYP003366018809,MGYP003364983506,MGYP003364983519,MGYP003366018862,MGYP003366018888,MGYP003366018922,MGYP003366018934,MGYP003365792135,MGYP003365015298,MGYP003365015275,MGYP003365015264,MGYP003365791987,MGYP003365049986,MGYP003365049978,MGYP003365791894,MGYP003366019262,MGYP003365251488,MGYP003366019373,MGYP003365015307,[],[],['PF13466'],['PF04333'],['PF01343'],['PF00355'],['PF13419'],"['PF00849', 'PF01479']","['PF00575', 'PF10150']",['PF00266'],[],[],['PF00581'],[],"['PF03447', 'PF03447']",['PF00528'],['PF13379'],['PF00005'],['PF00301'],"['PF02771', 'PF00441', 'PF02770', 'PF02770']"
MGYP003365071503,MGYP003365071516,MGYP003365071532,MGYP003365071544,MGYP003365071561,MGYP003365071566,MGYP003365071572,MGYP003365071576,MGYP003365071589,MGYP003365071592,MGYP003365071645,MGYP003365071687,MGYP003365071708,MGYP003365071720,MGYP003365071728,MGYP003365071753,MGYP003365071764,MGYP003365071802,MGYP003365071808,MGYP003366659739,MGYP003365071608,[],"['PF03466', 'PF00126']",['PF02634'],[],"['PF01568', 'PF00384']",['PF09655'],[],['PF02322'],['PF01654'],['PF04261'],[],[],[],"['PF12833', 'PF02311']","['PF03446', 'PF14833']",['PF03358'],"['PF00440', 'PF02909']",['PF01494'],[],[]
,MGYP003365219790,MGYP003365219824,MGYP003365219909,MGYP003365219910,MGYP003365219912,MGYP003365219936,MGYP003365219943,MGYP003365219965,MGYP003365219981,MGYP003365220030,MGYP003365220045,MGYP003365220075,MGYP003365220080,MGYP003365220085,MGYP003365220114,MGYP003365220180,MGYP003365220199,MGYP003365220252,MGYP003365220276,MGYP003365220014,[],[],['PF13302'],"['PF03313', 'PF03315']",['PF07690'],['PF12973'],"['PF02311', 'PF12833']","['PF12833', 'PF02805', 'PF02870', 'PF01035']","['PF02887', 'PF00224']","['PF13660', 'PF05161']",['PF02915'],['PF10073'],"['PF13489', 'PF08241']",['PF00444'],['PF01613'],[],['PF14336'],"['PF00990', 'PF00072', 'PF00072']",['PF00471'],[]
,,,,,,MGYP003365230679,MGYP003365230684,MGYP003361793156,MGYP003365230689,MGYP003365230748,MGYP003365230878,MGYP003365230893,MGYP003365230997,MGYP003365231004,MGYP003365231011,MGYP003365231031,MGYP003365231076,MGYP003365231110,MGYP003365231112,MGYP003365230747,[],[],[],[],[],[],"['PF07715', 'PF00593']",['PF08238'],"['PF18331', 'PF13640']",['PF04261'],"['PF04185', 'PF05506']","['PF07715', 'PF00593']",['PF13354'],"['PF07676', 'PF01738', 'PF00930', 'PF07676']",['PF00144'],['PF01804'],['PF01266'],['PF00144'],"['PF00144', 'PF11954']",[]
MGYP001459457068,MGYP003365458855,MGYP003365458896,MGYP001287468771,MGYP003365458917,MGYP003365458966,MGYP003365459002,MGYP003365459013,MGYP001491939853,MGYP003365459087,MGYP003365459160,MGYP003365459179,MGYP003365459220,MGYP003365459247,MGYP003365459264,,,,,,MGYP003365459109,['PF03740'],['PF04166'],[],['PF02556'],[],['PF00215'],['PF00697'],['PF07969'],['PF13557'],['PF00324'],['PF04261'],['PF01654'],['PF02322'],[],[],[],[],[],[],[]
MGYP003366652119,MGYP003366652157,MGYP000189474982,MGYP003366652241,MGYP000142132099,MGYP000053665365,MGYP003366652373,MGYP003366652393,MGYP003194738059,MGYP003366652469,MGYP003366652511,MGYP003368872023,MGYP003366652539,MGYP003366652599,MGYP003366652603,MGYP000372305831,MGYP003366652616,MGYP003366652638,MGYP003366652646,MGYP003366652652,MGYP003366652483,[],[],[],[],[],[],[],['PF00535'],[],"['CL0021', 'PF08666', 'CL0021']",['PF12385'],[],"['PF01396', 'CL0236', 'PF12773']",['PF00145'],['PF13391'],['PF01582'],[],"['CL0291', 'CL0291']",['PF04326'],[]
MGYP003366652119,MGYP003366652157,MGYP000189474982,MGYP003366652241,MGYP000142132099,MGYP000053665365,MGYP003366652373,MGYP003366652393,MGYP003194738059,MGYP003366652469,MGYP003366652511,MGYP003368872023,MGYP003366652539,MGYP003366652599,MGYP003366652603,MGYP000372305831,MGYP003366652616,MGYP003366652638,MGYP003366652646,MGYP003366652652,MGYP003366652483,[],[],[],[],[],[],[],['PF00535'],[],"['CL0021', 'PF08666', 'CL0021']",['PF12385'],[],"['PF01396', 'CL0236', 'PF12773']",['PF00145'],['PF13391'],['PF01582'],[],"['CL0291', 'CL0291']",['PF04326'],[]
MGYP003366652119,MGYP003366652157,MGYP000189474982,MGYP003366652241,MGYP000142132099,MGYP000053665365,MGYP003366652373,MGYP003366652393,MGYP003194738059,MGYP003366652469,MGYP003366652511,MGYP003368872023,MGYP003366652539,MGYP003366652599,MGYP003366652603,MGYP000372305831,MGYP003366652616,MGYP003366652638,MGYP003366652646,MGYP003366652652,MGYP003366652500,[],[],[],[],[],[],[],['PF00535'],[],"['CL0021', 'PF08666', 'CL0021']",['PF12385'],[],"['PF01396', 'CL0236', 'PF12773']",['PF00145'],['PF13391'],['PF01582'],[],"['CL0291', 'CL0291']",['PF04326'],[]
MGYP003366652119,MGYP003366652157,MGYP000189474982,MGYP003366652241,MGYP000142132099,MGYP000053665365,MGYP003366652373,MGYP003366652393,MGYP003194738059,MGYP003366652469,MGYP003366652511,MGYP003368872023,MGYP003366652539,MGYP003366652599,MGYP003366652603,MGYP000372305831,MGYP003366652616,MGYP003366652638,MGYP003366652646,MGYP003366652652,MGYP003366652500,[],[],[],[],[],[],[],['PF00535'],[],"['CL0021', 'PF08666', 'CL0021']",['PF12385'],[],"['PF01396', 'CL0236', 'PF12773']",['PF00145'],['PF13391'],['PF01582'],[],"['CL0291', 'CL0291']",['PF04326'],[]
MGYP000368930619,MGYP000521950061,MGYP000380411072,MGYP003366798971,MGYP000416100370,MGYP000645805009,MGYP000079643098,MGYP000117975057,MGYP000301113179,MGYP003366799089,MGYP000498362448,MGYP000409893968,MGYP000395153556,MGYP003366799187,MGYP000622214130,MGYP003366799264,MGYP003366799310,MGYP003366799323,MGYP000194654095,MGYP000663496479,MGYP003366799095,['PF18998'],[],[],[],[],[],[],"['PF01541', 'PF07460']",[],[],[],[],['PF00293'],"['CL0167', 'CL0236', 'CL0363']",[],"['CL0286', 'CL0286', 'CL0286', 'PF06074']",[],[],[],[]
MGYP000486547503,MGYP000621967846,MGYP000044240366,MGYP000622543352,MGYP000461955343,MGYP000330307115,MGYP000412826553,MGYP000569148722,MGYP003366972657,MGYP003366972663,MGYP003366972723,MGYP003366972729,MGYP001723872689,MGYP000593217789,MGYP000545527631,MGYP003366972801,MGYP000132727845,MGYP003366972811,MGYP000238860432,MGYP000333219565,MGYP003366972669,[],[],[],[],[],[],[],[],[],['CL0037'],['CL0126'],"['PF13116', 'CL0363', 'PF13116', 'PF14890']",[],[],['PF06067'],[],[],[],['PF11753'],[]
MGYP000333219565,MGYP000238860432,MGYP003366972811,MGYP000132727845,MGYP003366972801,MGYP000536762327,MGYP000593217789,MGYP001723872689,MGYP003366972729,MGYP003369489607,MGYP003369489640,MGYP003366972657,MGYP000569148722,MGYP000412826553,MGYP000531445322,MGYP000737320266,MGYP000622543352,MGYP000044240366,MGYP000533733483,MGYP003369489775,MGYP003366972669,[],['PF11753'],[],[],[],['PF06067'],[],[],"['PF13116', 'CL0363', 'PF13116', 'PF14890']",['CL0126'],[],[],[],[],[],[],[],[],[],[]
MGYP000486547503,MGYP000401031279,MGYP003366996700,MGYP001413633017,MGYP000056034670,MGYP003366996777,MGYP000412826553,MGYP000569148722,MGYP003366996789,MGYP003366996819,MGYP003366996874,MGYP003366996878,MGYP000301480925,MGYP000544519191,MGYP001271439338,MGYP003366996944,MGYP000233129928,MGYP003366997001,MGYP000303091713,MGYP000440150993,MGYP003366996827,[],[],['CL0220'],[],[],['CL0116'],[],[],[],[],"['CL0126', 'CL0126', 'PF18760']","['PF14890', 'PF19753', 'PF13116', 'CL0363', 'PF13116', 'CL0363']",[],[],['PF06067'],[],[],[],['PF11753'],[]
MGYP000631078833,MGYP003367082004,MGYP000214712072,MGYP003367082105,MGYP000920726977,MGYP003367082163,MGYP000445565171,MGYP003367082176,MGYP000456371616,MGYP003367082202,MGYP003367082276,MGYP000100780367,MGYP000043563940,MGYP000671656144,MGYP000070108842,MGYP000568447377,MGYP000020653159,MGYP000179207713,MGYP000944020016,MGYP000143827623,MGYP003367082268,[],['CL0010'],[],[],[],[],[],[],[],[],[],['CL0167'],[],[],[],[],[],[],[],[]
MGYP001731862992,MGYP003372609240,MGYP003372609254,MGYP003369225930,MGYP003241936967,MGYP003369225938,MGYP000469212370,MGYP000593130524,MGYP003369226021,MGYP003369226041,MGYP003369226112,MGYP003369226141,MGYP001186117227,MGYP003372609270,MGYP000748438894,MGYP000384097260,MGYP000232406248,MGYP003369226228,MGYP000557321737,MGYP003369226257,MGYP003369226081,['PF00156'],[],[],[],[],['CL0123'],['PF13091'],[],[],[],['PF01343'],[],[],[],[],[],[],"['CL0023', 'CL0413', 'PF01807']",[],[]
MGYP001731862992,MGYP003376793518,MGYP003372609254,MGYP003370255404,MGYP003241936967,MGYP003369225938,MGYP000469212370,MGYP000593130524,MGYP003369226021,MGYP003369226041,MGYP003369226112,MGYP003369226141,MGYP001186117227,MGYP003372609270,MGYP000748438894,MGYP000384097260,MGYP000232406248,MGYP003369226228,MGYP000557321737,MGYP003369226257,MGYP003369226081,['PF00156'],[],[],[],[],['CL0123'],['PF13091'],[],[],[],['PF01343'],[],[],[],[],[],[],"['CL0023', 'CL0413', 'PF01807']",[],[]
MGYP003369288495,MGYP003374160967,MGYP003369288519,MGYP003369288546,MGYP000513394886,MGYP000395236534,MGYP001651827878,MGYP003369288607,MGYP003369288615,MGYP000035442096,MGYP003369288697,MGYP003372615366,MGYP003372615476,MGYP003369288709,MGYP000466240033,MGYP003369455265,,,,,MGYP003369288678,"['PF00664', 'PF00005']",[],[],"['PF00356', 'PF00532']",['PF02929'],['PF00155'],[],"['PF08264', 'PF19302', 'PF00133']",['PF13173'],['PF09704'],[],[],[],"['PF02772', 'PF00438', 'PF02773']",['PF01192'],['PF00920'],[],[],[],[]
MGYP003374160967,MGYP000048996877,MGYP003369288519,MGYP003369288546,MGYP000513394886,MGYP000395236534,MGYP000215363193,MGYP003369288607,MGYP003369288615,MGYP000035442096,MGYP003369288697,MGYP003372615366,MGYP003372615476,MGYP003369288709,MGYP000466240033,MGYP000471500986,MGYP000466313545,MGYP003369158138,MGYP003369158262,MGYP000179926060,MGYP003369288678,[],[],[],"['PF00356', 'PF00532']",['PF02929'],['PF00155'],[],"['PF08264', 'PF19302', 'PF00133']",['PF13173'],['PF09704'],[],[],[],"['PF02772', 'PF00438', 'PF02773']",['PF01192'],['PF00920'],"['PF00551', 'PF02911']",['PF13419'],['PF17764'],['PF00702']
MGYP003369288495,MGYP003369288506,MGYP003369288519,MGYP003369288546,MGYP000513394886,MGYP000395236534,MGYP001651827878,MGYP003369288607,MGYP003369288615,MGYP000035442096,MGYP003369288697,MGYP003372615366,MGYP003372615476,MGYP003369288709,MGYP000466240033,MGYP000034927128,MGYP000466313545,MGYP003369158138,MGYP003369158262,MGYP000179926060,MGYP003369288678,"['PF00664', 'PF00005']",[],[],"['PF00356', 'PF00532']",['PF02929'],['PF00155'],[],"['PF08264', 'PF19302', 'PF00133']",['PF13173'],['PF09704'],[],[],[],"['PF02772', 'PF00438', 'PF02773']",['PF01192'],['PF00920'],"['PF00551', 'PF02911']",['PF13419'],['PF17764'],['PF00702']
,,,,,MGYP001030561131,MGYP000466240033,MGYP003369288709,MGYP003369288697,MGYP003374259602,MGYP000035442096,MGYP003369288615,MGYP003369288607,MGYP001651827878,MGYP000395236534,MGYP000513394886,MGYP003369288546,MGYP003369288519,MGYP003374578784,MGYP003369288495,MGYP003369288678,[],[],[],[],[],['PF00920'],['PF01192'],"['PF02772', 'PF00438', 'PF02773']",[],[],['PF09704'],['PF13173'],"['PF08264', 'PF19302', 'PF00133']",[],['PF00155'],['PF02929'],"['PF00356', 'PF00532']",[],[],"['PF00664', 'PF00005']"
,,,,,MGYP002182205834,MGYP000466240033,MGYP003369288709,MGYP003369288697,MGYP003374259602,MGYP000035442096,MGYP003369288615,MGYP003369288607,MGYP001651827878,MGYP000395236534,MGYP000513394886,MGYP003369288546,MGYP003369390417,MGYP003369288506,MGYP003369288495,MGYP003369288678,[],[],[],[],[],['PF00920'],['PF01192'],"['PF02772', 'PF00438', 'PF02773']",[],[],['PF09704'],['PF13173'],"['PF08264', 'PF19302', 'PF00133']",[],['PF00155'],['PF02929'],"['PF00356', 'PF00532']",[],[],"['PF00664', 'PF00005']"
MGYP003369752922,MGYP003369752927,MGYP003369752952,MGYP003369752959,MGYP003369753049,MGYP003369753072,MGYP003369753116,MGYP003369753203,MGYP003378945505,MGYP003369753227,MGYP003369753313,MGYP003369753335,MGYP000158040655,MGYP003369753497,,,,,,,MGYP003369753235,"['PF13440', 'PF14667']","['PF05193', 'PF00675']",['CL0257'],"['PF03466', 'PF00126']","['PF12801', 'PF12801', 'PF13187']",['PF00085'],"['PF13149', 'CL0159', 'PF13149']",[],[],[],['PF00854'],[],['PF02657'],[],[],[],[],[],[],[]
,,,,,,MGYP003370267895,MGYP000158040655,MGYP003369753335,MGYP003369753313,MGYP003369753227,MGYP003376941999,MGYP003369753203,MGYP003378898112,MGYP003369753116,MGYP003369753072,MGYP003369753049,MGYP003369752959,MGYP003369752952,MGYP003369752927,MGYP003369753235,[],[],[],[],[],[],['PF04480'],['PF02657'],[],['PF00854'],[],[],[],[],"['PF13149', 'CL0159', 'PF13149']",['PF00085'],"['PF12801', 'PF12801', 'PF13187']","['PF03466', 'PF00126']",['CL0257'],"['PF05193', 'PF00675']"
,,,,,,MGYP003369791254,MGYP000158040655,MGYP003369753335,MGYP003369753313,MGYP003369753227,MGYP003376941999,MGYP003369753203,MGYP003378898112,MGYP003369753116,MGYP003369753072,MGYP003369753049,MGYP003369752959,MGYP003369752952,MGYP003369752927,MGYP003369753235,[],[],[],[],[],[],[],['PF02657'],[],['PF00854'],[],[],[],[],"['PF13149', 'CL0159', 'PF13149']",['PF00085'],"['PF12801', 'PF12801', 'PF13187']","['PF03466', 'PF00126']",['CL0257'],"['PF05193', 'PF00675']"
,,,,,,MGYP003370121933,MGYP000158040655,MGYP003369753335,MGYP003369753313,MGYP003369753227,MGYP003376941999,MGYP003369753203,MGYP003378898112,MGYP003369753116,MGYP003369753072,MGYP003369753049,MGYP003369752959,MGYP003369752952,MGYP003369752927,MGYP003369753235,[],[],[],[],[],[],[],['PF02657'],[],['PF00854'],[],[],[],[],"['PF13149', 'CL0159', 'PF13149']",['PF00085'],"['PF12801', 'PF12801', 'PF13187']","['PF03466', 'PF00126']",['CL0257'],"['PF05193', 'PF00675']"
MGYP003369752922,MGYP003369752927,MGYP003369752952,MGYP003369752959,MGYP003369753049,MGYP003369753072,MGYP003369753116,MGYP003369753203,MGYP003378945505,MGYP003369753227,,,,,,,,,,,MGYP003369753235,"['PF13440', 'PF14667']","['PF05193', 'PF00675']",['CL0257'],"['PF03466', 'PF00126']","['PF12801', 'PF12801', 'PF13187']",['PF00085'],"['PF13149', 'CL0159', 'PF13149']",[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,MGYP003370118919,MGYP000158040655,MGYP003369753335,MGYP003369753313,MGYP003369753227,MGYP003376941999,MGYP003369753203,MGYP003378898112,MGYP003369753116,MGYP003369753072,MGYP003369753049,MGYP003369752959,MGYP003369752952,MGYP003369752927,MGYP003369753235,[],[],[],[],[],[],[],['PF02657'],[],['PF00854'],[],[],[],[],"['PF13149', 'CL0159', 'PF13149']",['PF00085'],"['PF12801', 'PF12801', 'PF13187']","['PF03466', 'PF00126']",['CL0257'],"['PF05193', 'PF00675']"
,,,,,,MGYP003369791254,MGYP000158040655,MGYP003369753335,MGYP003369753313,MGYP003369753227,MGYP003376941999,MGYP003369753203,MGYP003378898112,MGYP003369753116,MGYP003369753072,MGYP003369753049,MGYP003369752959,MGYP003369752952,MGYP003369752927,MGYP003369753235,[],[],[],[],[],[],[],['PF02657'],[],['PF00854'],[],[],[],[],"['PF13149', 'CL0159', 'PF13149']",['PF00085'],"['PF12801', 'PF12801', 'PF13187']","['PF03466', 'PF00126']",['CL0257'],"['PF05193', 'PF00675']"
,,,,,,MGYP003370095927,MGYP000158040655,MGYP003369753335,MGYP003369753313,MGYP003369753227,MGYP003376941999,MGYP003369753203,MGYP003378898112,MGYP003369753116,MGYP003369753072,MGYP003369753049,MGYP003369752959,MGYP003369752952,MGYP003369752927,MGYP003369753235,[],[],[],[],[],[],[],['PF02657'],[],['PF00854'],[],[],[],[],"['PF13149', 'CL0159', 'PF13149']",['PF00085'],"['PF12801', 'PF12801', 'PF13187']","['PF03466', 'PF00126']",['CL0257'],"['PF05193', 'PF00675']"
MGYP003369752922,MGYP003369752927,MGYP003369752952,MGYP003369752959,MGYP003369753049,MGYP003369753072,MGYP003369753116,MGYP003369753203,MGYP003378945505,MGYP003369753227,MGYP003369753313,MGYP003369753335,MGYP000158040655,,,,,,,,MGYP003369753235,"['PF13440', 'PF14667']","['PF05193', 'PF00675']",['CL0257'],"['PF03466', 'PF00126']","['PF12801', 'PF12801', 'PF13187']",['PF00085'],"['PF13149', 'CL0159', 'PF13149']",[],[],[],['PF00854'],[],['PF02657'],[],[],[],[],[],[],[]
,,,,,,,,,,MGYP003369772127,MGYP003369772136,MGYP000383899255,MGYP002566409995,MGYP000050662146,MGYP000681222392,MGYP003077857137,MGYP003369772448,MGYP003369772529,MGYP003369772551,MGYP003369771981,[],[],[],[],[],[],[],[],[],[],"['PF20244', 'CL0032', 'PF20244']",['PF04015'],['PF12784'],"['PF16347', 'PF00884']",['PF01810'],['PF16011'],['PF13505'],['PF03060'],"['PF13290', 'PF02838', 'PF00728']","['PF00756', 'PF02922', 'CL0159']"
MGYP003370003042,MGYP003370002989,MGYP003370002985,MGYP003370002974,MGYP003370002866,MGYP003370002818,MGYP003370002813,MGYP003370002802,MGYP003370002777,MGYP003370002632,MGYP003370002616,MGYP003370002550,MGYP003370002429,MGYP003370002371,MGYP003370002358,MGYP003370002319,MGYP003370002282,MGYP003379180096,MGYP003370002245,MGYP003370002217,MGYP003370002623,['PF05768'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['CL0123'],['PF01541']
MGYP003370002217,MGYP003370002245,MGYP003378951212,MGYP003370002282,MGYP003370002319,MGYP003370002358,MGYP003370002371,MGYP003370002429,MGYP003370002550,MGYP003370002616,MGYP003370002632,MGYP003370002777,MGYP003370002802,MGYP003370002813,MGYP003370002818,MGYP003370002866,MGYP003370002974,MGYP003370002985,MGYP003370002989,MGYP003370003042,MGYP003370002623,['PF01541'],['CL0123'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PF05768']
MGYP003370002217,MGYP003370002245,MGYP003378951212,MGYP003370002282,MGYP003370002319,MGYP003370002358,MGYP003370002371,MGYP003370002429,MGYP003370002550,MGYP003370002616,MGYP003370002632,MGYP003370002777,MGYP003370002802,MGYP003370002813,MGYP003370002818,MGYP003370002866,MGYP003370002974,MGYP003370002985,MGYP003370002989,MGYP003370003042,MGYP003370002623,['PF01541'],['CL0123'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PF05768']
MGYP003370002217,MGYP003370002245,MGYP003378951212,MGYP003370002282,MGYP003370002319,MGYP003370002358,MGYP003370002371,MGYP003370002429,MGYP003370002550,MGYP003370002616,MGYP003370002632,MGYP003370002777,MGYP003370002802,MGYP003370002813,MGYP003370002818,MGYP003370326551,MGYP003370002974,MGYP003370002985,MGYP003370002989,MGYP003370003042,MGYP003370002623,['PF01541'],['CL0123'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PF05768']
MGYP003370003042,MGYP003370002989,MGYP003370002985,MGYP003370002974,MGYP003370002866,MGYP003370002818,MGYP003370002813,MGYP003370002802,MGYP003370002777,MGYP003370002632,MGYP003370002616,MGYP003370002550,MGYP003370002429,MGYP003370002371,MGYP003370002358,MGYP003370002319,MGYP003370002282,MGYP003379180096,MGYP003370002245,MGYP003370002217,MGYP003370002623,['PF05768'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['CL0123'],['PF01541']
MGYP003370003042,MGYP003370002989,MGYP003370002985,MGYP003370002974,MGYP003370326551,MGYP003370002818,MGYP003370002813,MGYP003370002802,MGYP003370002777,MGYP003370002632,MGYP003370002616,MGYP003370002550,MGYP003370002429,MGYP003370002371,MGYP003370002358,MGYP003370453623,MGYP003370002282,MGYP003379180096,MGYP003370002245,MGYP003370002217,MGYP003370002623,['PF05768'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['CL0123'],['PF01541']
MGYP003370124262,MGYP000024165754,MGYP003370124380,MGYP000257295354,MGYP003370124706,MGYP003370124718,MGYP003370124738,MGYP003370124838,MGYP003370124852,MGYP003370124869,MGYP000027276950,MGYP000313313099,MGYP003370124953,MGYP000042020237,MGYP003370125140,MGYP003370125145,MGYP000209932618,MGYP000003526831,MGYP000655368798,MGYP003370125387,MGYP003370124888,['PF00990'],['PF06135'],['PF03652'],['PF06949'],[],"['PF01926', 'PF03193']",['PF00636'],"['PF00122', 'PF00689', 'PF00702', 'PF00690']","['PF09334', 'PF19303']",['PF01522'],[],[],"['CL0167', 'PF02915']","['PF04452', 'PF20260']",['CL0141'],"['PF08340', 'PF03755']",['PF04025'],['PF01192'],['PF13189'],"['PF17764', 'PF18074', 'PF00271', 'PF04851', 'PF18319']"
MGYP003370124262,MGYP000024165754,MGYP003370124380,MGYP000257295354,MGYP003370124706,MGYP003370124718,MGYP003370124738,MGYP003370124838,MGYP003370124852,MGYP003370124869,MGYP000027276950,MGYP000313313099,MGYP003370124953,MGYP000042020237,MGYP003370125140,MGYP003370125145,MGYP000209932618,MGYP000003526831,MGYP000655368798,MGYP003370125387,MGYP003370124888,['PF00990'],['PF06135'],['PF03652'],['PF06949'],[],"['PF01926', 'PF03193']",['PF00636'],"['PF00122', 'PF00689', 'PF00702', 'PF00690']","['PF09334', 'PF19303']",['PF01522'],[],[],"['CL0167', 'PF02915']","['PF04452', 'PF20260']",['CL0141'],"['PF08340', 'PF03755']",['PF04025'],['PF01192'],['PF13189'],"['PF17764', 'PF18074', 'PF00271', 'PF04851', 'PF18319']"
MGYP003370220073,MGYP003370220052,MGYP003370219999,MGYP001108324414,MGYP001053594643,MGYP003370219893,MGYP001110903390,MGYP001135679213,MGYP003370219754,MGYP001098518129,MGYP003370219547,MGYP003370870485,MGYP003370219462,MGYP003370219441,MGYP003370219144,MGYP001104193358,MGYP001081478166,MGYP003370218936,MGYP003370218910,MGYP003370218833,MGYP003370219555,['PF00990'],['PF06135'],['PF03652'],['PF06949'],[],"['PF03193', 'PF01926']",['PF00636'],"['PF00702', 'PF00690', 'PF00689', 'PF00122']","['PF19303', 'PF09334']",['PF01522'],[],"['CL0167', 'PF02915']","['PF20260', 'PF04452']",[],"['PF08340', 'PF03755']",['PF04025'],['PF01192'],['PF01712'],"['PF04851', 'PF18074', 'PF17764', 'PF00271', 'PF18319']",['PF01327']
MGYP003370218833,MGYP003370218910,MGYP003370218936,MGYP001081478166,MGYP001104193358,MGYP003370219144,MGYP003370219441,MGYP003370219462,MGYP003370219485,MGYP003370219547,MGYP001098518129,MGYP003370219754,MGYP003370650285,,,,,,,,MGYP003370219555,['PF01327'],"['PF04851', 'PF18074', 'PF17764', 'PF00271', 'PF18319']",['PF01712'],['PF01192'],['PF04025'],"['PF08340', 'PF03755']",[],"['PF20260', 'PF04452']","['CL0167', 'PF02915']",[],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00689']",[],[],[],[],[],[],[]
